text,y
그만해라 이런식으로 죽은 사람 소비하는거,0
최자도 책임은 있다 모른척하고 사는건 잘못된거다부모님도 책임이고방송사도 책임이고팬도 책임이고관련자들 다 책임이다반성하고 앞으로 이런일이 없게 최선을 다 해야한다죽은자는 그 책임을 다했다,0
왜 김지석 기시에 홍진영자매 악플다냐? 이해불가다 보기싫으면 보지마 니들은 보기싫어도 난 홍지매 재밌으니까 홍선영언니 끼많고 재밌더만 웃는 모습이 너무 귀엽고 천진난만하심 계속 보고싶음,0
그냥 둘이 맘에있는듯~~홍진영은 등치있고 리더십있는 상남자스탈을 좋아하고 김종국도 애교많은 여자를 좋아하는듯ㅋ,0
한국 성우들의 몰입감 없는 연기 이건 감독의 연출력 한계,0
내치고 원타임 데니넣는게 베스트인듯,0
둘 다 완전 멋지고 예뿌다ㅜㅜ 근데.. 음.... 효린 기사는 왜 안나올까요? 잔나비도 글쿠.... 음......,0
오래사귀는거 보니 보기좋기만하구만 아이돌커플도 길게갈수있다는걸 보여주길,0
의사 안한다고 옷 벗어 던질때는 언제고 .!,0
닌직 귀여웡 ㅠㅠㅠ ♥️ 부끄럽댱 ♥️♥️,0
싱글처럼젊던데 결혼하셨구나 축하해요 !!연기도 더하시짘ㅋㅋ,0
정준호딸맞네 똑닮앗네,0
LG 대기업은 생각이 없나?저걸 잘만들었다고 출시하는거임?참 아쉽다..시대에 떨어지는 마인드와 핸폰을 어떻게다누해보려는 고집이.,0
훌륭한 다큐를 만드신데 대한 경의를 표합니다 경제학에 문외한 이었는데 조금이나마 눈을 뜨게됐고 결국 복지로 귀결되는것에 책임을 느낍니다,0
그럭저럭 재밌었다. 메세지는 강렬하고 스토리는 약간 아쉽다,0
sns로 열애인정해서 맞은거아녀????,0
규현도 이제 껴 줘요~~,0
지디 얼굴 레전드다 .. 진짜 잘생긴듯,0
저렇게 눈큰 여자는 눈작은남자를 좋아한다 눈작은남자가 잘생겨보인다 내가그렇다,0
아이돌들 연기하는것도 이제 더는 못봐주겠다.. 이렇게 예쁜연기자들 많이 발굴해서 잘 키웠으면 좋겠음,0
드라마를 안봐서 모르겠지만 대충보니 아저씨가 어린여자와 연애하는 드라마인가?? 어쨋든 이 드라마가 대중들에게 잘 어필해서 아저씨들도 당당하게 어린 여자와 만날 수 있는 그런 계기가 되었으면 하네요,0
연기자 이계인님 추천합니다.재미있는 소재 많을 것 같은데요.이덕화님 이경규님 하고도 만나면 너무나 재미진데요. 이계인님 섭외해 주세요.,0
원래있었는데 중국이랑 짠건 아니지?,0
중 고등학교에서 경제를 가르칠 능력이 없다면 EBS자본주의를 틀어주는 것도 좋을듯.,0
나도 엄마지만 엄마잘못이다 최자는 같이 있어주기라도 했지어릴때 얼마나 외롭고 힘들었을지 참 ..,0
가요무대가 승자네요 최장기간 시청률 보증,0
샵사건을 아는 사람을 알게다.. 이지혜는 보살이란것을...,0
이 드라마 엔딩맛집이다 제대로네 역시 장나라,0
온유 은퇴한다고 하지 않았나? 클럽 때문에,0
왜이리 악플만 있죠...전개가 답답하기 보단 연출이 세련된거 같고 10분이라 느낄만큼 잼나는데....,0
은지원강호동이수근 조합은 진짜 꿀인듯,0
조수애 아나운서 아버지도 창원에서 병원하시는 의사다..너네가 돈보고 결혼했네 어쩌네 할정도가 아니라는거고댓글도 적당히 달길그렇다고 하더라도 본인의 판단이고 당신들과 가치관이 다른것뿐인데난리치는게 심하구만,0
심장마비로 기사 써 달라 했겠지.생활고에 시달려 나쁜 선택한 게 분명한데..ㅜㅜ암튼 삼가 고인의 명복을 빕니다.,0
이상하게 다야를 응원하게 됨,0
중국인들은 정말 훌륭하네요,0
ㅋㅋ 역시 1화 방영후 말들이 많네 참고로 미스터션샤인도 1화 나오고 재미없다느니 이해가 안간다느니 말이 많았는데ㅋㅋㅋ 적어도 4회분량 까진 보고 말하자,0
보고서는 너무 마음 아팠네요ㅠ.꽃다운 나이에..안타까움 뿐.ㅜ,0
훌륭하게 자라주셔서 고난의 환경에서 귀감이 되 주셔서 찬사를 보냅니다!,0
유투브 가보면 현대 기아는 그냥 사업장 접어야 할 판 이던데?,0
별걸 다 기사로 쓴다.너무하구만.,0
요즘 대세는 진용진,0
공산당이 아니고 우리나라 소위 구석구석 잘못된 정보와 가짜뉴스로 사회혼란과 피해가 만연합니다.,0
이집은 부부가 둘다 너무 꾸밈없고 솔직해방송용으로 가식적으로 나오지 않아서 안티들에게 물고 뜯기고 있네,0
최고의 엄마입니다~,0
송중기 결혼했어?!?!?!?!?!,0
수지가 뭔잘못ㅋㅋ어이없네 누가누굴고소한다는거야 수지 잘못한거 하나없다 사과하지말고 jyp는 일좀해라ㅡㅡ 청원글 올린사람을 고소하던가 수지가올렸냐 아님 상호명을 언급했냐 참내,0
조심해라보이는것이 다가 아니에요,0
정말 강인한 분이네요. 현재도 미래에도 행복하시길..☘️,0
송은이는 이하늘 손잡고 나가라 안어울린다,0
앞으로 댓가 지불하고 건강한 삶 사세요,0
양세종이랑 안효섭 같이 있으니까 안효섭이 진짜 애기같더라 선배미 뿜뿜~~~ 양세종 시즌3에서 다시 봅시다~~~,0
공블리 항상 응원합니다❣ 공배우님 인성이 좋으니 저희 팬들도 당연히 매너 갑이죠.,0
솔직히 사이다!!!! 털어먼지안나는 사람있나요~힘내세요,0
엄벌에 처해주세요~,0
디지털 교도소를 운영하는 자체가 범죄라고 본다. 1기 운영진과 같은 실수를 반복하지 않는다는 보장이 없어.,0
홍석천을 국회로!,0
진짜 최고의 다큐이자 이 다큐를 알게해준 유수진님께 감사드립니다 :),0
문제가된 멤버와 소속사에진실게임이 시작됐으니남은4명멤버 아이들은 게시판에서 들먹이지맙시다.제발~,0
공은 사를 이기기 힘들다. 왜냐하면 공으로 갈수록 인간의 게으른 본성이 튀어나오기 때문이다,0
구혜선씨 응원합니다!! 나쁜 소속사 나쁜ㅅㄲ 악플다는 댓글알바들 절대 봐주지 말고 무너지지마세요 나쁜것들은 천벌받을거에요,0
EQ 소유자인데....현대차 서비스 최악~~~이다.,0
수위가 너무 쎈 훈련을 많이 삭제했습니다..ㅠ,0
통제안되니까 대형소속사니 버린거지..오죽하면.그랬을까 소속사입장에서...음반만내면 돈벌어다주는데..,0
이건도 기사냐,0
청와대나 온라인으로 전환하세요. 자기들은 손 하나 까닥 안하고. 청와대 기준만큼만 국민들한테 적용하세요.,0
신재민때문에 이광수 터트린듯~,0
앵간하면 감상평 안쓰는데평점 다 알바인듯 --진짜 영화가 기괴함,0
놀란형의 신박한 소재는 있는데 항상 던지던 메세지가 느껴지지않고 몰입도 떨어져서 조금 실망스런 작품입니다,0
양준혁 화이팅,0
결혼해서 더 느끼는거~~~ 친구들과의 시간이 넘 좋다는거~~,0
딸인걸로 알고있는데ㅡㅡ,0
친구끼리 안그러나? 반응이 과하네 두분 잘어울려요,0
식상한 이야기거리가 없나? 여기서도 다이어트 저기서도 다이어트 살이 빠지면 다이어트 이야기니 식상하지 않다 다이어트도 그 사람에 맞는 체질이 있는것이다 그래서 살이 빠지는것이다 식상한 연예인 기사가 올라왔으면 좋겠다,0
솔직히 씨잼이하니까 멋있어보이네 스웩있고,0
ㄹㅇ 내 지능에 자괴감 느낌,0
벌써 궁금해집니다...,0
부디 하늘에서도편안하시길,0
서로 좋으면 됬지 악플은 그만!! 축하합니다 행복하셔요,0
이쁘닌까 무죄,0
남궁민 때문에 보는 드라마,0
경규형 다 최고시청률이네,0
유튜버 뒷광고가 어쩌니 기사 쓰더니 이건 앞광고라 하는건가? 지들 기사 반은 뒷광고 기사면서 안 찔렸나 몰라?,0
보다가 짜증나서 나갈뻔 영화 보라고 만든건지어려운책한편을 쓰고 매니아만 보게하는게 더 낫다,0
아 오늘꺼 너무 재밌었다ㅋㅋ,0
기사 좀 내지 말아달라는데 그걸 기사 내는 기자들도 참 분별없네,0
딘 넘 잘생김~,0
행동대장 크게 다쳐서 은퇴했다 했는데 저 싸움인듯,0
빠른 퇴출이 답이다. 김호중은 자숙하다가 군대 가라.,0
표정이 거북이 들고 있는 원주민 같앜ㅋㅋ저 순간에도 연기한거같아 지짴ㅋㅋ,0
저게 어떻게 비슷하냐 ㅋㅋㅋ 완전 다르구만 돈과권력으로 쪼만한 중소기업 찍어 누르네 ..소송비도 감당 안될거 같다.,0
국회의원들 뭐하냐? 일좀해라,0
알탕예능 지긋지긋,0
여기에서도 남을 막 뭐라고 딱딱 지적하고 뭐라하고 정죄하고 하는 분들은.. 과연 자기네들이 남을 뭐라 할 수 있는지.. 남을 정죄하고 그런 걸 너무 예사롭게 하는 거 같습니다.,0
악플러들아. 참 못났다. 남의 노력에 찬물끼얹을 생각말고.본인들이나 돌아봐라.,0
운영자분을 응원합니다! 이 사회에 정의가 있다는걸 보여주세요,0
다시 몇개월 전으로 돌아가주며누안됨?,0
앞에서 사진 포즈잡은 심상정에....뒤에서 땀닦는 류호정.이러니 개그맨개그우먼들이 설 자리가 없다.,0
최명길 김소연 모녀로 질질 끌더니 김해숙 조연인가 했더니 암설정으로 연기 포텐 터지게 하는 ㅋㅋ 또 유선 김소연 울고불고 ㅠ 이번엔 김해숙 대상가자,0
대장 언제쯤 나오나요?ㅜ,0
다버리고 나영석.데려와서 시즌1가자 강호동.이수근.이승기.김종민.은지원 김c.mc몽 복귀작 가자,0
아니 저 금동현 자리에 진우가 있어야 한다며 ??,0
뭐유.소유진은 어째 고딩같아유.갈수록 상큼해지네유.,0
나혼자산다 다시 나와주세요 ㅠㅠ,0
3명중에 최종훈이 제일 잘생겼네요,0
괜찮아 너희도 앞으로 축하받을 일 많을거야^^,0
"아버지는 내재된 악마들을 다룰 정신적 힘을 가지고 있지 않았다."" 이 말한마디가 사람의 그릇을 알게 하는것 같다.	1",0
사람들 너무 무섭다.ㅠㅠ 해킹에 대한 잘못을 먼저 따지고 들어야하는데...뭐가 잘못돼도 한참 잘못됐지...,0
전혀 틀리구만,0
합숙도박이 이래서 무서웁니다,0
지금까지 미혼인줄 알았네 ㅋㅋ,0
연예계 인맥이 워낙 좋아서 복귀 가능할 듯~,0
왜욕을합니까?두분이사랑한다는데..욕하고 비난할자격 우리에겐없지않나요? 무슨권리로 비난과욕을하죠?,0
조커랑 닮음,0
댓글을 보니 성유리는 아직 대세가 맞네,0
52키로 딱 좋앙~~~,0
ㅋㅋ피카츄 소리랑 보라돌이 소리ㅋㅋㄱㅋㅋㅋㄱ저걸 저따 집어넣냐ㅋㄱㅋㄱ,0
초중등생때부터 박남정이 데리고 방송출연 시키더니 슬슬 제대로 활동하려고 하나보네,0
아이고ㅠ 아가 불쌍해서 어떻게하니...그 엄마 마음아파서 어째...,0
형 진짜 너무 고마워 항상 동기부여는 형이 최고야 형도 우릴 통해서 동기부여 받고 항상 힘내길 바래 다 필요 없고 사랑해,0
이건 뭐 변호사 변론비용도 아니고.. 좀 심하네.,0
민식이형.. 쌈장이나 기름장이나 소금은 좀 찍어서 주자..,0
개멋지다진짜,0
아니 내용 이해도 못했으면서 10점주는 사람들 도대체 무슨생각임??,0
두분 기대해도 될까요?^^,0
"댓글 중 ""선동 당해서 촞불든 개돼지 홍어들도 단죄를 받아야 할 공범자들이다""에100ㅂ!	0",0
그렇게 고마운 분을 방송에서 찾는다는게..,0
이거 무조건 독감이랑 같이 유행할 거 같은데그냥 저희끼리 집에만 있습시다. 정부가 2.5든 2.25든 뭐든 그냥 집에만 있자구요,0
강남이 왜 거짓말같지..,0
시간가는줄 모르고 봄. 쫄보도 혼자 볼 수 있드라.,0
빗속 씬은 너무뻔해서 재미없고 ㅋ ㅋ,0
남의 말 신경쓰지 말고 잘사세요~~,0
ㅋㅋㅋ 웃긴건 현재날씨도 못맞추고있음,0
궁금해서 인스타 구경했는데 열심히 영상도 올리고 걍 귀엽게 보이는데 ㅋㅋㅋㄹㅇ 여자임 전,0
인직이형 스타일 자체가 뒤지네,0
앵무새에게 밥주기,0
우리는 뭐..안그런가?? 냅둬유...그러든말든...,0
이건뭐ㅋ거전 복귀프로그램 다됫네 잊혀진애들 불러서 눈물로 이슈만들고 시들해지면 또 복귀할사람 부르고 불타는청춘이 아니라 불타는복귀가 낫것다ㅉ,0
잠만 저 정도면 몸에 겁나 안 좋을 것 같은데 크리스찬 베일 다 동일 인물인 줄 모르고 즐겼던 영화들이야,0
솔직히 누군지 모르겠다. 모르면서 아는척~ 난 음악적 스펙트럼 넓어~ 하는 놈들 개극혐,0
부모가 백번 잘못했지만 그렇다고 꼭 수척해지고 살 빠져야 하나? 커피 마신게 무슨 죽을 죄도 아니고 이렇게까지 몰아가야 합니까?,0
아니 4명으로도 충분한데 게스트 왜 불러? 벌써부터 입맛떨어진다 ㅠㅠ,0
안재현배우 아픔딛고 일어서길 바래봅니다,0
지민아 사랑한다~,0
이제좀 그만 떠들어댔으면... 비호감되려고하네,0
여자는 역시 널널한 와이셔츠 입었을 때가 제일 좋아.ㅎㅎ 김지원 너무 예쁘다.ㅎㅎ,0
재소리 듣더니 겉멋만 잔뜩 들어가지고 그냥 지 상상인지 꿈꾼건지 고의적으로 난해하게 꼬아놓음.한번본 영화를 다시보고 이해해야 할 하등의 이유를 못찾겠다.,0
드라마 성공은 곧 열애설이라더니 노회찬 의원 사망 덮으려고 또 이런 짓을!,0
전현무랑 잘되길,0
중국산 슈퍼컴퓨터를 국민세금으로 사다니..화가 난다!,0
우와... 저런 거 셋팅 다 해주는데 일괄시공 얼마 드나... ㅋㅋㅋ,0
이영자씨 죄는 없지만..더이상 이영자씨 먹방 보는 것은 너무 힘들거 같습니다. 너무 불편합니다. 하차하시기 바랍니다.,0
인터스텔라까지는 좋았는데 이제는 걍 이해하기 어렵게 아무소리나 해놓으면 빨아주네,0
이런 영상들을 볼 때마다 새삼 유튜브가 고마워진다,0
무엇을 스포해야할지도 모르겠고 스포를 보더라도 무슨말인지 이해못함,0
본인 잘못도 아닌데... 복귀 부탁드립니다,0
와 신동엽 다시봣다아,0
결국은 주말시간대에 20프로 실패했구나 역시 스브스는 평일시간대에 21프로 돌파한 김사부2가 최고네 김사부2는 초중반에 21프로 돌파중인데ㄷㄷㄷ 김사부2 한석규 대상 확정 ㄷㄷㄷ,0
서민이 주식투자할때수수료랑 세금도 낮추어야하고세금 상한료도 정해야 한다!그리고 손해도 세금에서보장해줘야 한다고 생각한다!서민들을 살리는 정책을 해라,0
얘는 왜이렇게 매사 감성적이야? ㅉ,0
어느정도 저분 말도 공감..근데 워낙 백종원 팬들이 많아서 대차게 욕먹으실듯..말 잘하시는 분이라 까이지는 않으실것같고 힘내세요~,0
예쁜 가족사진이네요~~,0
마음이 아프네요ㅠ,0
아....저기....예..그래요뭐 다 좋을수는 없는거겠죠...간혹 내 흑역사가 이런거다!! 뭐 이런거 하나남겨보고싶었겠죠...,0
난 이분작가님 좋아합니다 표현의 자유않인가요 계속 나와주세요,0
매너가 사람을 만든다는 말이 있지만 매너 없는 사람한테 일방적으로 예의지키지 않기로 하니 편하던데요.,0
ㅋㅋ아 마마보이 목소리가 누군가했더니 박성광님이구낰ㅋ 몰입도가 너무좋았습니다 굳굳 ????,0
이제 하나님 믿고 천국 가자,0
큐브선택을 존중한다,0
맥락없는 드라마. 그래서 좋음ㅋㅋ,0
전 세계가 미국 편을 드는데 유일하게 중국편을 드는 나라 한국 ㅋㅋㅋ 그 동안 중공이 약소국 지원한다는 명목으로 등쳐먹고 내정간섭에 갈취해 간게 엄청 나 전 세계가 미국 편을 들고 있는데 국가 중에선 유일하게 한국만 중국 편 ㅋㅋㅋ 한국 말고 중국 편이 북괴라는 테러단체니 알 만 하지 ㅋㅋㅋ,0
영재랑 준영이 이어지는 방법은 준영이가 쓰레기 되는길밖에 없음...그냥 세은이랑 이어지고 각자 갈길가길..,0
뽀빠이 쌤 항상 건강하세요 사랑해요,0
수입차 연비 속이고 매연 속이고 승차감 나쁘고 수리비 비싸고 고 d520 자주 불나고 뭐 좋은게 별로 없네요,0
와ㅜㅜ 고배우 연기 진짜ㅜㅜ 와 소름돋음,0
한차 걸러 수입차 사는데는 국산이 가격만 비싸고 품질은 낮아진데 이유가 있다,0
안타깝다 ㅠㅠ 보살 남편 잃게되서 ㅠ,0
아이유 어제 사극연기씬은 놀라울정도로 대단했어요. 이젠 가수보다 배우가 더 잘어울리는듯,0
선동기사는 정부의 앵무새일뿐. 반성하라.,0
오늘밤 너와나 단둘이서 파리파리,0
형광등 켠 저 피부 너무 부러움. 그냥 흰 게 아니라 화사하고 밝다. 피부과 가면 저렇게 만들어 주나요. 나도 좀 해보게~~,0
백 대표님 갖고싶다,0
이건 아니지싶은데요 자숙기간이 너무 짧아보이네여..,0
아주 그냥 임금님 나셨네 ㅋㅋ 여름휴가 내내 몇백만이 밀집한 해운대 관광객에서는 발병도 안하는 바이러스가 광화문에 니 반대 집회만 하면 확진자가 늘게되는 AI인공지능 바이러스네 ㅋㅋ,0
참 을마나 지났다고 겨 나오냐? 제발 자중좀 해라,0
독신자들은 기댈생각 말고 노후준비하는게 맞다이미 사회적 비용은 다 치르고있음,0
나만 귀찮아서 플레이팅 안하고 프라이팬 그대로 먹나....?,0
미꾸라지 한마리가....대한민국 병영을 흙탕물로 바꾸고 있구먼.....,0
네명 다 매력 터지는데 옥주현 나올때더욱 집중된다 ...,0
개그맨 김경민 닮은다고 나만 느낌?,0
그래도 외모도 괜찮고 끼도 있으니 다른 분야에서 활약할수 있을거임...20대 중반이면 아직 한창이다,0
???그냥 눈화장 색이 변한거 같은데.. 뭐가 달라진거죠??톤만 좀 연해진거 같은데..,0
옆동네는 눈물흘립니다,0
요즘은 그냥 태생이 못된건지....아님 지들 삶이 여유가 없어서 못되진건지....정말 못된 심보를 가진 사람이 너무 많아. 여기 댓글들과 그 못된 댓글 추천수만 봐도 참...답이 없음.,0
얼마만에보는 배우다운 비주얼이냐? 둘 얼굴만봐도 존잼 송혜교 분위기 죽인다 고급진 얼굴,0
이제 웃기기만 하면 된다~,0
연기는 좋은데 관객이 바보가 된 느낌이네요..연출 좀 신경쓰셔야 합니다,0
그냥 계속 국시 거부하고 니들인생 니들이 책임지고 살아라 한 5년후에는 후회하겠지 내가 왜 그랬지 하고,0
난 이 배우만 보면 우리 엄마가 생각나더라... 볼때마다 슬퍼진다.,0
진실은 조만간 밝혀지겠지~,0
션 아님?,0
1박2일 재미없고 이제 부도덕한것만 생각나요. 폐지하세요 학부모입장에서폐지비랍니다,0
탁재훈 응원하고 있으니 힘내고 열심히 살면 좋은 날 올꺼예요! 파이팅 입니다.,0
이성우에다 줄무늬여서 엘지랑 고교랑 하는 줄;;,0
어케다들 만화랑 잘어울리냐,0
핀란드는 뱅비 타고 가야 된다,0
왜들 준영이가 민경장 만나는건 괜찮고 영재가 쫒아다니던 호철이 만나는건 뭐라 하는걸까요... 같은상황인거 같은데요... 민경장이 영재에게 고백만 안했을뿐 영재가 병원에서 두사람 모습보고 화만 안냈을뿐인데,0
도박맞는데 왜감싸지 자숙하고 반성한다는데 그게맞는거지,0
유이는 나날이 연기가 느는게 노력한 티가 남.. 특히 우는 연기랑 목소리 떠는 연기.. 악플량에 비해 연기가 좋아서 매번 놀란다,0
나탈리포트만이 보인다 대박!~,0
총체적 난국이다...,0
집에서 그렇게 키우자 해도 학교를 입학하는 순간 위기가 와요.. 그때를 조심하셔야 됩니다. 에너지와 호기심이 넘치는 아이들이 밖에서 혼나고 떨어진 자존감 집에서 보호해주고 올려주세요..,0
김태희 서울대 미대 정도 가지고 윤소희한테 상대가 안되지 설대도 설대 나름인데 정말 똑똑했네,0
여주 손예진이 했으먄 좋겠다,0
dna가 좋아서 기대했는데 페이크러브 정말 실망.. 좋다는 사람들 방탄팬이라는 입장 떠나서 만일 신인그룹이 같은 노래 불렀다 쳐도 과연 좋다고 할 수있나?? 뮤비는 오글거리고..,0
입만 살아가지고...이번에 많은걸 좀 느껴라.....입으로만 사는세상 아니다......,0
한번도 안봤음...그냥 역도요정김복주만 주구정창 정주행 하는데,0
대박 미모다 낼모레 오십아냐?!!,0
임현주너무이뻐요 임현주가짱 같은여자가봐도너무사랑스럼,0
오달수 드라마 복귀한 거 보고 싶었는데 이런 일이..,0
연애를 그리 길게해놓구. 결혼해선 내내 집안일에 불려다니고이용대 경기하는동안 독박육아에. 연예인되려했는데 주부되버린 자신의 상황이 못견뎌진거 아닐까,0
좀 부추기는 거 같네....젊은 애들이 연애하는데 안돼?,0
박보검은 평범한 기독교신자입니다,0
하차감을 얘기한다면 이제는 최소 벤츠S클래스 정도는 되어야 하고 포르쉐파나메라터보나 벤틀리정도를 얘기 해야됩니다.BMW5시리즈 벤츠CE클래스 같은것들을 두고 얘기하면 웃기는거죠.,0
스타들의 조카를 보는 재미도 좋으네요^^스타들 가족들 보는거 좋아하는데 ㅋㅋ 신선한 방송이었어요^^,0
진짜 대박조아요...,0
여튼 부러워요 !,0
진짜 멋있다 ㄷ ㄷ,0
그와중에 조보아 너무 예쁘다....ㅠ,0
근데 도대체 누구냐 ㅡㅡ 연예인이라고 아무나 기사 막 내버리네,0
원래 마른 몸매 아니었나? 쨌든 부럽네요^^,0
수지 너무 이뻐,0
이번 시즌도 맘놓고 경기봐야하나..,0
그래봐야 3사 엔딩은 엑소가 했지 레전드 엑소,0
중국이 얻어 맞아도 동정하는 국가가 하나도 없는 이유는 미국 눈치보기보다는 근본적으로 중국 니들이 꼴보기 싫어서야. 무뢰한의 자업자득이라고,0
경허니 일도 열심 이쁘고 싹싹하고 요리도 잘하고 흥해라 허니 달려라 허니,0
최종 승인 확인하고 기사내면 될 걸 너무 설레발아닌가?,0
문재인정권 퇴진외에는 답없다 문재인정권 퇴진집회 갑니다,0
효리는 레이어드컷이 이뻐,0
확실치도 않은 정보 사람 잡네 ㅠㅠ,0
그냥 믿어지는사람,0
딱 결혼각인데...ㅋ,0
저기요 할배 그쪽 집안이 조선후기에 몰락한 양반족보 사서 신분세탁한 천민이었을수도 있소,0
딱봐도 엄마 닮았네요,0
이누난 방자전때부터 직접봤지만. 맴도 너무 아름다우신분. 누나 할리우드 가자~!!,0
내 친구가 김수현 아나운서 사촌동생이란게 자랑스럽다 ㅎㅎ,0
그냥저냥 평범. 그닥 웃긴지는 모르겠어요 예상가능한 스토리,0
부모가 죄지 애가 무슨죄니,0
거봐라 결국 정치적으로 코로나 이용해 먹고 있단 뜻이자나 ㅋ,0
어른들이 중딩들 가지고 칼쓰다니 추하다 ㅋ,0
축하해요! 웃을때 너무 이뻐요~~,0
ㅋㅋㅋ 드라마 ㅆ노잼.좀비들 퀄리티 무엇?ㅋㅋㅋ 다신안본다.,0
한국에는 한국식 서울에는 서울식으로 살면 되지 왜 서울에서 핀란드를 체험해야 하는지? 헬싱키에서 서울스타일 하우스 오픈한다고 해서 진짜 한국 사람들이 감탄할 만한 서울스타일이 나올까? 그렇다고 저 집 인테리어가 대단하거나 특별해 보이지도 않는데. 요즘 한국식이랑 차이도 없구만.,0
와 이쁘다 가을스튜디오네,0
아주 공포정치 하네,0
댓글이 없다니 1등,0
딱보면 부사장 숨겨논 딸이지... 그러니 와이프가 기다리는데 간거고,0
설명에 두니아에서 마지막 니팀버리고 워프타고 탈출하는 개인주의 장면 ㅋㅋ,0
신성록이 주인공인가요?ㅋㅋ,0
와~~~ 애들이 어쩜 부모 반반닮아 미남미녀에 홍일점까지... 넘 믓저,0
박보검 머리 기르니까 뷔도 머리기르고 송중기까지 머리기르넨ㄴㅌㅌ,0
미리 섭외 하는거 아니냐???,0
마흔이 요즘은 늦은 나이 아니예요힘내시고 몸 잘 추스리시길,0
자세하나하나에서도 하이브리드셈이솟아리오레이비의 느낌이 느껴진다.,0
김호중 팬으로 자랑스럽습니다 작은정성이지만이번기부도 코로나때 대구에 김천예고에도동참하게 되어 저 역시도 뿌듯합니다 김호중 가수님 좋은일 많이 하시는데 같이 동참하는 팬이 될께요 좋은노래 많이 많이 들려주세요,0
자랑하고 싶나봐 ㅋㅋ,0
국방부는 성실히 근무하는 수많은 국군장병들 보다 추미애 아들이 더 귀한가 보네. 각 지역에 콜센터 만들어 운영해야지.전화가 폭주 할것 같은데.,0
승리를 박살내는구나 불쌍하다ㅠ,0
체단실 취식은 선 넘었지,0
다음은 첩보액션물이나 천재물리학자 역이 겁나 잘어울릴거같음 사랑하오,0
딱 보니 그냥 돈 벌게 하고 아무 관심도 없었드만. 이런 부모 생각 외로 많아!,0
중년의섹시미가있음.어느연령이건 충분히 매력을 느낄만한데..,0
잼나서 매주말마다꼭 볼거에용,0
응 아니야국산차살바엔 외제차 사는게 나아,0
공유씨 허겁지겁 달려가서 손잡아주는거보고 소름끼쳤어요. 협박당하고 있는거면 당근이라도 흔들어주세요,0
넘 멋져요 저 책도 사서 봤답니다^^,0
동생이 착하네...,0
정미애씨 예쁜얼굴이죠~~,0
백프로 김성주 오더받으면서 몰카한부분이겠지만 조보아씨는 이미 그동안 표정으로 다 말해줘서 ㅎㅎㅎ,0
명수형님 존경합니다,0
영양가 최고의 강의였습니다. 잘 해 왔다고 생각했었는데 부족한 점이 많다는걸 깨닳았어요.,0
법대로 처리해주세요 제발. . . 일벌백계를 보여주세요 태국 형벌중에 태형있는걸로 알고있습니다,0
고음잘지르는사람만 노래 잘 하는거 아니다이석훈처럼 섬세하고 듣기좋은 목소리도 노래 잘한다 장르가 다양할뿐~~첨 불후에선 이석훈 목소리 안 먹혓지 ~거긴 첨엔 고음만 점수 많이 나왓거든 하지만 지금은 달라,0
진짜 멋있는 뽀빠이 아저씨 감사합니다,0
세계최초 최고의 백신을 기대합니다~ 대한민국 파이팅!~♥,0
지들이 뭐라도 되는 줄 알고 난리치다가 이제와서 시험친다고? 니들 맘데로? 국가고시가 장난이냐?,0
김종민이 너무 잘 불러버린 노래,0
전현무 승ㅡ 개부럽다ㅡ 열심히 살았어야 대는데,0
이건 단순히 도박 문제를 떠나서 한국 육아 주부들이 처한 현실을 다같이 돌아볼 문제라고 본다,0
기부 하는거 정말 좋은일이긴 한데 박수홍 기부 검색한번 해보시길...저렇게 광고하듯이 하는거보다 박수홍처럼 했으면 좋았을텐데..,0
미뇨리니가 절라 아깝지ㅉㅉ,0
린이 완전 잘하고 솔지는 솔직히 임팩트없어서 탈락각이었는데.. ㅠ 린 오늘 다 대박이었는데 아쉽다,0
하승진 패밀리 핵꿀잼ㅋㅋ 계속 나와주세요!!!!!!,0
정글법칙 연예인들 고생하며 극한상황에서 살아남는 방법등을 체험하는 재미있고도 신기한 프로그램인데 이렇게 하루아침에 무슨 대역죄인취급하다니 너무 억울할듯..태국의 선처를 바랍니다.,0
무서워도 인정하지 정말 종일 생각이난다안타깝다ㅜ,0
강용석의 가로세로 연구소에서 한효주 정확히 아니라고 언급했어요~,0
김부련이 첫사수아닌가 진짜 첫사수랑 잘 풀리면 평생가는데,0
모 얼마나 별로인 사람 반전시킨것 처럼 ㅋㅋ 본판이 중국 최고 미녀인데,0
나이를 초월한 사랑...솔직히 아름답다.,0
매력 쩐다,0
첨 보는 사람.,0
날 싫어하는 사람한테 신경안쓰고 무시하고 날 좋아하는 사람한테 잘해주면 됨,0
연예인 아니라 좀 예쁘다싶은 일반인이나 모델분들도 다 겪는일이고 보통은 차단박고 끝냄. 그걸 뭘 4번이나 냅두고 분노를 ...,0
저도 유리씨 주현씨 매력에 퐁당..ㅎㅎ,0
지금 풀어주고 개천절 집회로 덤탱이 씌우려는작전일듯,0
이 부부 애 생기면 걔는 이모가 김태희네....,0
뭐 취지가 뭔지는 알겠는데.. 무고한 피해자가 나온 순간 저런 사이트는 폐쇄해야지. 운영이 저 모양이면 피해자 또나온다.,0
설마...수재모금이라고 중국에 돈 갖다주는건 아니겠지???..,0
유리를 왜 언급하는데,0
하... 나혼산 실망... 임수향 핵노잼 ㅠㅠㅠ 박나래 편이나 더 길게 방송 내보내주지,0
